Rating,Datadate,Content,BOW,Sentiment Score
5,12/5/2020,"My 10 year old son's review: I think that it is a great console! Has 2 Joy-Cons for good single and multiplayer action, has some great compatible games and is pretty strong with the Joy-Cons, which give it more protection, the Joy-Cons are also good for Bluetooth gaming, and can be used with other Nintendo Switches (and the new Nintendo Switch Lite). Has some good games, and great ports/remasters/expensive anime. Take your time to buy the original and be happy, there is a News area, A little album area, to store videos, and pictures, via using the Snapshot button on the Left Joy-Con, or via a specific area on the Micro SD Card, which can be inserted inside the back of the Nintendo Switch, and there is also options to have up to 8 users, and the console is region free, so you can make different region accounts, and get exclusive games, I recommend this to everybody, it can really make your day, except when its dead.","Counter({'great': 3, 'good': 3, 'game': 3, 'nintendo': 3, 'switch': 3, 'area': 3, 'console': 2, 'also': 2, 'via': 2, 'region': 2, 'make': 2, 'year': 1, 'old': 1, 'son': 1, 'review': 1, 'think': 1, 'single': 1, 'multiplayer': 1, 'action': 1, 'compatible': 1, 'pretty': 1, 'strong': 1, 'give': 1, 'protection': 1, 'bluetooth': 1, 'gaming': 1, 'used': 1, 'new': 1, 'lite': 1, 'anime': 1, 'take': 1, 'time': 1, 'buy': 1, 'original': 1, 'happy': 1, 'news': 1, 'little': 1, 'album': 1, 'store': 1, 'video': 1, 'picture': 1, 'using': 1, 'snapshot': 1, 'button': 1, 'left': 1, 'specific': 1, 'micro': 1, 'sd': 1, 'card': 1, 'inserted': 1, 'inside': 1, 'back': 1, 'option': 1, 'user': 1, 'free': 1, 'different': 1, 'account': 1, 'get': 1, 'exclusive': 1, 'recommend': 1, 'everybody': 1, 'really': 1, 'day': 1, 'except': 1, 'dead': 1})",0.308782017
2,20/5/2020,"The product seems fine, it went to a group home for Autistic Young Adults to try to keep them busy during Covid-19. It has helped my son at his group home, I just dislike that someone would double the price on anything online during this time. The sellers right to do it, it was good to know it helped them, just didn’t like having to support someone that does that.","Counter({'group': 2, 'home': 2, 'helped': 2, 'someone': 2, 'product': 1, 'seems': 1, 'fine': 1, 'went': 1, 'autistic': 1, 'young': 1, 'adult': 1, 'try': 1, 'keep': 1, 'busy': 1, 'son': 1, 'dislike': 1, 'would': 1, 'double': 1, 'price': 1, 'anything': 1, 'online': 1, 'time': 1, 'seller': 1, 'right': 1, 'good': 1, 'know': 1, 'like': 1, 'support': 1})",0.200340136
4,26/5/2020,Bought this during lockdown fornthe Corona Virus. Overall it's worth every penny. The 32gb is great since I bought a lot of games for it and the screen protector was a nice bonus. Best way to kill all the down time.,"Counter({'bought': 2, 'lockdown': 1, 'fornthe': 1, 'corona': 1, 'virus': 1, 'overall': 1, 'worth': 1, 'every': 1, 'penny': 1, 'great': 1, 'since': 1, 'lot': 1, 'game': 1, 'screen': 1, 'protector': 1, 'nice': 1, 'bonus': 1, 'best': 1, 'way': 1, 'kill': 1, 'time': 1})",0.424074074
5,1/6/2020,Came as advertised though I suspect it is very overpriced. I have heard there are major issues with these consoles being hoarded and resold this way. Shame.,"Counter({'came': 1, 'advertised': 1, 'though': 1, 'suspect': 1, 'overpriced': 1, 'heard': 1, 'major': 1, 'issue': 1, 'console': 1, 'hoarded': 1, 'resold': 1, 'way': 1, 'shame': 1})",0.13125
1,3/6/2020,This switch oldest versión (2017) please buy the 2019 versión is better,"Counter({'versión': 2, 'switch': 1, 'oldest': 1, 'please': 1, 'buy': 1, 'better': 1})",0.5
5,4/6/2020,"Came before the estimated date, worth the price for convenience.","Counter({'came': 1, 'estimated': 1, 'date': 1, 'worth': 1, 'price': 1, 'convenience': 1})",0.3
5,6/6/2020,"Overpriced, however it was a gift for my daughter's birthday so I paid the exorbitant amount. For this pricing it should come with a game.","Counter({'overpriced': 1, 'however': 1, 'gift': 1, 'daughter': 1, 'birthday': 1, 'paid': 1, 'exorbitant': 1, 'amount': 1, 'pricing': 1, 'come': 1, 'game': 1})",-0.4
1,6/6/2020,Good thing this not an essential item or this would be price gouging!!!,"Counter({'good': 1, 'thing': 1, 'essential': 1, 'item': 1, 'would': 1, 'price': 1, 'gouging': 1})",0.35
5,8/6/2020,Came exactly as expected!! This was sold out everywhere and I have such a hard time convincing myself to buy such expensive things online...but I'm glad I did and so is my son! I know it made his day when it got here!,"Counter({'came': 1, 'exactly': 1, 'expected': 1, 'sold': 1, 'everywhere': 1, 'hard': 1, 'time': 1, 'convincing': 1, 'buy': 1, 'expensive': 1, 'thing': 1, 'online': 1, 'glad': 1, 'son': 1, 'know': 1, 'made': 1, 'day': 1, 'got': 1})",0.047619048
1,9/6/2020,The price is to over the real Price,"Counter({'price': 2, 'real': 1})",0.2
5,9/6/2020,I bought this game for my 14 year old niece. She loved it! Thank you!,"Counter({'bought': 1, 'game': 1, 'year': 1, 'old': 1, 'niece': 1, 'loved': 1, 'thank': 1})",0.233333333
4,9/6/2020,"Thank you Amazon for price gouging during this time of the pandemic. And thank you Nintendo for keeping supplies of the console limited to cause the price gouging. That being said, I broke down and purchased the console so I could enjoy playing with my kids/family. Everything arrived in a timely fashion and seems to work great.","Counter({'thank': 2, 'price': 2, 'gouging': 2, 'console': 2, 'amazon': 1, 'time': 1, 'pandemic': 1, 'nintendo': 1, 'keeping': 1, 'supply': 1, 'limited': 1, 'cause': 1, 'said': 1, 'broke': 1, 'purchased': 1, 'could': 1, 'enjoy': 1, 'playing': 1, 'everything': 1, 'arrived': 1, 'timely': 1, 'fashion': 1, 'seems': 1, 'work': 1, 'great': 1})",0.243253968
1,11/6/2020,PRICE GOUGING!!!!! A SWITCH DOES NOT COST AND IS NOT WORTH $477 THIS IS UNBELIEVABLE,"Counter({'price': 1, 'gouging': 1, 'switch': 1, 'cost': 1, 'worth': 1, 'unbelievable': 1})",-0.2
5,12/6/2020,It was in perfect condition and I love it,"Counter({'perfect': 1, 'condition': 1, 'love': 1})",0.75
5,13/6/2020,"Came a little late. But it looks good. Haven’t turned it on yet. Came with 2 SD cards and a regular one and micro one for 32 g.  I believe that’s what your paying $178 extra for. Which is ridiculous, but it’s here. Will be a bday present for my son. They should of included a game for that price.","Counter({'came': 2, 'one': 2, 'little': 1, 'late': 1, 'look': 1, 'good': 1, 'turned': 1, 'yet': 1, 'sd': 1, 'card': 1, 'regular': 1, 'micro': 1, 'believe': 1, 'paying': 1, 'extra': 1, 'ridiculous': 1, 'bday': 1, 'present': 1, 'son': 1, 'included': 1, 'game': 1, 'price': 1})",-0.065104167
5,13/6/2020,"Amazing, totally loving it","Counter({'amazing': 1, 'totally': 1, 'loving': 1})",0.6
5,16/6/2020,We got it a day early ! My son loved it. I don’t appreciate the price gouging but it’s worth it.,"Counter({'got': 1, 'day': 1, 'early': 1, 'son': 1, 'loved': 1, 'appreciate': 1, 'price': 1, 'gouging': 1, 'worth': 1})",0.375
5,16/6/2020,"Received the newer Nintendo Switch V2 new in all red box and everything was there as described and works great. Item was sent quickly, neatly and in great condition. Great seller, thanks so much!","Counter({'great': 3, 'received': 1, 'newer': 1, 'nintendo': 1, 'switch': 1, 'new': 1, 'red': 1, 'box': 1, 'everything': 1, 'described': 1, 'work': 1, 'item': 1, 'sent': 1, 'quickly': 1, 'neatly': 1, 'condition': 1, 'seller': 1, 'thanks': 1, 'much': 1})",0.414962121
5,16/6/2020,Great product! Came one day early too!,"Counter({'great': 1, 'product': 1, 'came': 1, 'one': 1, 'day': 1, 'early': 1})",0.5625
1,16/6/2020,don't buy until it comes back down to the correct price,"Counter({'buy': 1, 'come': 1, 'back': 1, 'correct': 1, 'price': 1})",-0.077777778
1,16/6/2020,My wife got me this for father's day. The system is cool and runs well but $500 is crazy yall out here scamming people big time.,"Counter({'wife': 1, 'got': 1, 'father': 1, 'day': 1, 'system': 1, 'cool': 1, 'run': 1, 'well': 1, 'crazy': 1, 'yall': 1, 'scamming': 1, 'people': 1, 'big': 1, 'time': 1})",-0.083333333
5,17/6/2020,The seller shipped super fast and it arrived 2 days. Loving this system! Seller service excellent!,"Counter({'seller': 2, 'shipped': 1, 'super': 1, 'fast': 1, 'arrived': 1, 'day': 1, 'loving': 1, 'system': 1, 'service': 1, 'excellent': 1})",0.570833333
5,18/6/2020,"Very happy to buy this Nintendo Switch from this seller ,2 Nintendo Switch very fast shipping everything as seller described. Thank you","Counter({'nintendo': 2, 'switch': 2, 'seller': 2, 'happy': 1, 'buy': 1, 'fast': 1, 'shipping': 1, 'everything': 1, 'described': 1, 'thank': 1})",0.63
1,18/6/2020,Price is too high lol...,"Counter({'price': 1, 'high': 1, 'lol': 1})",0.48
5,19/6/2020,"$527.68 and yes in normal circumstances this switch would cost around $309 but evidently these are not normal circumstances. I see alot if people complaining about the price, but this is basic business practices 101, my mom is making mask and she had to raise the price because to many people were asking her to make them a custom mask lol, so either pay if you really want the product or don't. I was a little pissed but seeing my son's face when it was delivered made it all worth it😊","Counter({'normal': 2, 'circumstance': 2, 'people': 2, 'price': 2, 'mask': 2, 'yes': 1, 'switch': 1, 'would': 1, 'cost': 1, 'around': 1, 'evidently': 1, 'see': 1, 'alot': 1, 'complaining': 1, 'basic': 1, 'business': 1, 'practice': 1, 'mom': 1, 'making': 1, 'raise': 1, 'many': 1, 'asking': 1, 'make': 1, 'custom': 1, 'lol': 1, 'either': 1, 'pay': 1, 'really': 1, 'want': 1, 'product': 1, 'little': 1, 'pissed': 1, 'seeing': 1, 'son': 1, 'face': 1, 'delivered': 1, 'made': 1, 'worth': 1})",0.215277778
5,21/6/2020,good,Counter({'good': 1}),0.7
5,21/6/2020,My client purchased it and love it.,"Counter({'client': 1, 'purchased': 1, 'love': 1})",0.5
1,22/6/2020,Overpriced and 2017 version. Better to buy 2019 Version at retail price ($299).,"Counter({'version': 2, 'overpriced': 1, 'better': 1, 'buy': 1, 'retail': 1, 'price': 1})",0.5
1,22/6/2020,"Only an idiot would pay this price. Get real, losers. This is price gouging.","Counter({'price': 2, 'idiot': 1, 'would': 1, 'pay': 1, 'get': 1, 'real': 1, 'loser': 1, 'gouging': 1})",-0.366666667
1,23/6/2020,Everyone know the switch is only $300 right? I hope so,"Counter({'everyone': 1, 'know': 1, 'switch': 1, 'right': 1, 'hope': 1})",0.142857143
5,23/6/2020,"Aside from the price markup, all is good and it arrived as expected and everything seems complete. I was pleased that it was the (newer) red box Switch, and not the box pictured in the ad with the hand holding the grey box (older version). I got tired of checking Best But daily to only see everything sold out. My husband was happy and didn’t ask how much I paid!","Counter({'box': 3, 'everything': 2, 'aside': 1, 'price': 1, 'markup': 1, 'good': 1, 'arrived': 1, 'expected': 1, 'seems': 1, 'complete': 1, 'pleased': 1, 'newer': 1, 'red': 1, 'switch': 1, 'pictured': 1, 'ad': 1, 'hand': 1, 'holding': 1, 'grey': 1, 'older': 1, 'version': 1, 'got': 1, 'tired': 1, 'checking': 1, 'best': 1, 'daily': 1, 'see': 1, 'sold': 1, 'husband': 1, 'happy': 1, 'ask': 1, 'much': 1, 'paid': 1})",0.228205128
5,23/6/2020,Because of the current demand had to pay over the original sticker price but still really happy with it. Came fast with a bonus memory card and adapter(?) best purchase I made in awhile. :>,"Counter({'current': 1, 'demand': 1, 'pay': 1, 'original': 1, 'sticker': 1, 'price': 1, 'still': 1, 'really': 1, 'happy': 1, 'came': 1, 'fast': 1, 'bonus': 1, 'memory': 1, 'card': 1, 'adapter': 1, 'best': 1, 'purchase': 1, 'made': 1, 'awhile': 1})",0.479166667
1,24/6/2020,Way too much for a switch!!!! I bought my og one for $300!!!,"Counter({'way': 1, 'much': 1, 'switch': 1, 'bought': 1, 'og': 1, 'one': 1})",0.953674316
5,26/6/2020,"Product was essentially brand new for the price of 500 total, post markups. Do with this information what you will.","Counter({'product': 1, 'essentially': 1, 'brand': 1, 'new': 1, 'price': 1, 'total': 1, 'post': 1, 'markup': 1, 'information': 1})",0.045454545
1,26/6/2020,"No one should buy this under any circumstances, blatantly price gouging","Counter({'one': 1, 'buy': 1, 'circumstance': 1, 'blatantly': 1, 'price': 1, 'gouging': 1})",-0.5
5,26/6/2020,"For all the people upset about price, that is not a factor of the product. Reviews are about the product. This is the new Switch model with better battery life. Arrived as described new in box. Hated paying a premium but won't be thinking of that as I trade Pokemon with my kids and play Splatoon with them. Will update if anything changes.","Counter({'product': 2, 'new': 2, 'people': 1, 'upset': 1, 'price': 1, 'factor': 1, 'review': 1, 'switch': 1, 'model': 1, 'better': 1, 'battery': 1, 'life': 1, 'arrived': 1, 'described': 1, 'box': 1, 'hated': 1, 'paying': 1, 'premium': 1, 'wo': 1, 'thinking': 1, 'trade': 1, 'pokemon': 1, 'kid': 1, 'play': 1, 'splatoon': 1, 'update': 1, 'anything': 1, 'change': 1})",-0.031818182
2,27/6/2020,Price gouged so people who truly want one can get one at a cost. Arrived in great condition and as advertised.,"Counter({'one': 2, 'price': 1, 'gouged': 1, 'people': 1, 'truly': 1, 'want': 1, 'get': 1, 'cost': 1, 'arrived': 1, 'great': 1, 'condition': 1, 'advertised': 1})",0.8
5,27/6/2020,I love this purchase so much. It came a little earlier which surprised me!,"Counter({'love': 1, 'purchase': 1, 'much': 1, 'came': 1, 'little': 1, 'earlier': 1, 'surprised': 1})",0.1275
5,28/6/2020,My daughter is so excited for this switch,"Counter({'daughter': 1, 'excited': 1, 'switch': 1})",0.375
1,29/6/2020,Tried to purchase today for the 299 and every time it was clicked to add to cart it wouldn't let me... glitch in system made me not be able to get item needed. No one in Amazon help is able to help with the issue either. Tried via chat and phone.,"Counter({'tried': 2, 'able': 2, 'help': 2, 'purchase': 1, 'today': 1, 'every': 1, 'time': 1, 'clicked': 1, 'add': 1, 'cart': 1, 'would': 1, 'let': 1, 'glitch': 1, 'system': 1, 'made': 1, 'get': 1, 'item': 1, 'needed': 1, 'one': 1, 'amazon': 1, 'issue': 1, 'either': 1, 'via': 1, 'chat': 1, 'phone': 1})",0.5
4,29/6/2020,Great product even thought the price is doubled. Came in great condition,"Counter({'great': 2, 'product': 1, 'even': 1, 'thought': 1, 'price': 1, 'doubled': 1, 'came': 1, 'condition': 1})",0.8
1,2/7/2020,"first off this was price gouged which is kinda understandable since Switches are in low supply right now but it was advertised as coming with an sd card and uh, mine didn’t come with an sd card. Also the box was pretty beat up and looked like it had been opened...","Counter({'sd': 2, 'card': 2, 'first': 1, 'price': 1, 'gouged': 1, 'kinda': 1, 'understandable': 1, 'since': 1, 'switch': 1, 'low': 1, 'supply': 1, 'right': 1, 'advertised': 1, 'coming': 1, 'uh': 1, 'mine': 1, 'come': 1, 'also': 1, 'box': 1, 'pretty': 1, 'beat': 1, 'looked': 1, 'like': 1, 'opened': 1})",0.196428571
5,3/7/2020,I bought this during the pandemic as a birthday gift for my 11 year old son. He wanted this game so much I paid more than double what it is worth but he was so happy he cried when we gave it to him. So for me it was worth it. It came new just as described. Came with memory card and works great. Thank u.,"Counter({'worth': 2, 'came': 2, 'bought': 1, 'pandemic': 1, 'birthday': 1, 'gift': 1, 'year': 1, 'old': 1, 'son': 1, 'wanted': 1, 'game': 1, 'much': 1, 'paid': 1, 'double': 1, 'happy': 1, 'cried': 1, 'gave': 1, 'new': 1, 'described': 1, 'memory': 1, 'card': 1, 'work': 1, 'great': 1, 'thank': 1, 'u': 1})",0.273636364
5,3/7/2020,Awesome product and super fast delivery.,"Counter({'awesome': 1, 'product': 1, 'super': 1, 'fast': 1, 'delivery': 1})",0.511111111
5,3/7/2020,Shipped way faster then expected. Only took like 3 days. And it's the newer model that has a longer battery life FYI. I just played Animal Crossing on about 75% brightness for over 6 hours before the battery started getting critically low.,"Counter({'battery': 2, 'shipped': 1, 'way': 1, 'faster': 1, 'expected': 1, 'took': 1, 'like': 1, 'day': 1, 'newer': 1, 'model': 1, 'longer': 1, 'life': 1, 'fyi': 1, 'played': 1, 'animal': 1, 'crossing': 1, 'brightness': 1, 'hour': 1, 'started': 1, 'getting': 1, 'critically': 1, 'low': 1})",-0.033333333
